"Name","IPAddress","Status","ErrorMessage"
"spbw10mj070lec","","NOT_OK","spbw10mj070lec : El nombre DNS no existe"
"spbw10mj070led","10.3.11.99","OK",""
"spbw10mj070lee","10.3.11.199","OK",""
"spbw10mj070leh","","NOT_OK","spbw10mj070leh : El nombre DNS no existe"
"spbw10mj070lel","10.3.12.133","OK",""
"spbw10mj070lex","10.3.11.188","OK",""
"spbw10mj070lfp","10.3.12.50","OK",""
"spbw10mj070lfr","10.3.11.167","OK",""
"spbw10mj070lg1","","NOT_OK","spbw10mj070lg1 : El nombre DNS no existe"
"spbw10mj070lgv","10.3.11.105","OK",""
"spbw10mj070lh1","10.3.11.87","OK",""
"spbw10mj070lk8","10.3.11.141","OK",""
"spbw10mj070lkj","10.3.12.131","OK",""
"spbw10mj070lkn","10.3.11.83","OK",""
"spbw10mj070lks","10.3.11.181","OK",""
"spbw10mj070lla","10.10.110.12","OK",""
"spbw10mj070llh","10.3.12.130","OK",""
"spbw10mj070lm5","","NOT_OK","spbw10mj070lm5 : El nombre DNS no existe"
"spbw10mj070lmr","10.3.2.121","OK",""
"spbw10mj070lmz","10.3.11.130","OK",""
"spbw10mj070ln2","10.3.20.27","OK",""
"spbw10mj070lpd","10.3.11.183","OK",""
"spbw10mj070lph","10.3.11.245","OK",""
"spbw10mj070lpt","10.3.11.68","OK",""
"spbw10mj070lpz","10.3.12.132","OK",""
"spbw10mj070lq3","10.3.11.242","OK",""
"spbw10mj070lq9","10.3.11.85","OK",""
"spbw10mj070lqm","10.3.11.254","OK",""
"spbw10mj070lry","10.3.11.48","OK",""
"spbw10mj073jxq","10.3.11.110","OK",""
"spbw10mj073jxz","10.3.11.106","OK",""
"spbw10mj073jy2","10.3.11.155","OK",""
"spbw10mj073jyc","10.3.5.8","OK",""
"spbw10mj073jyp","10.5.1.97","OK",""
"spbw10mj073jzq","10.3.128.31","OK",""
"spbw10mj073jzz","10.3.11.66","OK",""
"spbw10mj073k0b","10.3.12.45","OK",""
"spbw10mj073k19","10.3.11.180","OK",""
"spbw10mj07e3p4","10.3.11.58","OK",""
"spbw10pf15xlfe","192.168.1.106,10.250.252.62","OK",""
"spbw10pf15xlhr","10.4.35.84","OK",""
"spbw10pf1856xs","10.3.11.79","OK",""
"spbw10pf185agn","10.3.11.43","OK",""
"spbw10pf18mybh","10.3.11.72","OK",""
"spbw10pf18n6w6","10.3.11.200","OK",""
"spbw10pf18n8ys","10.4.38.182","OK",""
"spbw10pf18nb3t","10.3.10.254,10.250.252.186","OK",""
"spbw10pf18nmxf","","NOT_OK","spbw10pf18nmxf : El nombre DNS no existe"
"spbw10pf18ns7p","10.3.11.31","OK",""
"spbw10pf18p0sa","10.4.34.191","OK",""
"spbw10pf18p47e","10.3.11.163","OK",""
"spbw10pf18pv8u","10.3.11.179","OK",""
"spbw10pf18q97s","10.3.11.33","OK",""
"spbw10pf18qch0","10.4.35.144","OK",""
"spbw10pf18qq0q","10.3.5.25","OK",""
"spbw10pf18qshx","10.4.34.94","OK",""
"spbw10pf18qsmx","10.4.34.128","OK",""
"spbw10pf18qzvg","10.3.11.173","OK",""
"spbw10pf19jcpf","10.4.35.18,10.3.11.93","OK",""
"spbw10pf19jcrd","10.4.35.236","OK",""
"spbw10pf19jczw","10.3.1.77","OK",""
"spbw10pf19js2x","","NOT_OK","spbw10pf19js2x : El nombre DNS no existe"
"spbw10pf2shplh","","NOT_OK","spbw10pf2shplh : El nombre DNS no existe"
"spbw10pf2slrsd","10.250.255.112","OK",""
"spbw10pf2sqdd0","10.3.11.144","OK",""
"spbw10pf2sqdyq","10.4.38.89","OK",""
"spbw10pf2sqe0v","10.3.11.202","OK",""
"spbw10pf2sqj03","10.3.2.123","OK",""
"spbw10pf2sqj10","10.4.35.19","OK",""
"spbw10pf2sqlhr","10.3.11.136","OK",""
"spbw10pf2sqnk","10.4.34.28","OK",""
"spbw10pf2sqnnh","10.3.11.230","OK",""
"spbw10pf2sra24","10.4.35.124","OK",""
"spbw10pf2sra34","10.4.35.246","OK",""
"spbw10pf2srax6","10.250.252.160","OK",""
"spbw10pf2sray7","10.3.11.166","OK",""
"spbw10pf2srb0e","10.4.34.197","OK",""
"spbw10pf2srbt0","","NOT_OK","spbw10pf2srbt0 : El nombre DNS no existe"
"spbw11d1391kps","","NOT_OK","spbw11d1391kps : El nombre DNS no existe"
"spbw11d1391kyn","10.4.34.120,10.3.11.2","OK",""
"spbw11pf2shpj8","10.4.38.165","OK",""
"spbw11pf2sqdzs","10.3.10.22","OK",""
"spbw11pf2sqj30","10.3.2.194","OK",""
"spbw11pf2sqlg3","10.4.38.31","OK",""
"spbw11pf2sqmqh","10.4.34.160","OK",""
"spbw11pf2sqmrk","10.3.11.116","OK",""
"spbw11pf3m8hg6","10.4.38.190","OK",""
"spbw11pf3mddxd","","NOT_OK","spbw11pf3mddxd : El nombre DNS no existe"
"spbw19mj073k0n","10.3.11.174","OK",""
"spbw1j070lm3","","NOT_OK","spbw1j070lm3 : El nombre DNS no existe"
"spbw7mj070lfu","10.3.54.17","OK",""
"spiso1mj070lr5","10.3.1.152","OK",""
"spmzw10mj070lew","10.3.11.113","OK",""
"spmzw10mj070lfx","10.3.11.34","OK",""
"spmzw10mj070lq2","10.3.11.59","OK",""
"spmzw10mj073k20","10.3.11.231","OK",""
"spmzw10mj0ll2","10.3.12.34","OK",""
"spp2w10mj070lf7","10.5.1.132","OK",""
"spp2w10mj073jy7","10.5.2.179","OK",""
"sppw10mj073k1w","10.5.1.140","OK",""
"spw10mj070l18","10.3.9.75","OK",""
"spw10p7f18ph6k","192.168.79.209,10.250.252.15","OK",""
"spw10pf18hjy8","10.4.35.181,10.3.8.175","OK",""
"spw10pf18n2pj","10.3.6.100,10.4.35.174","OK",""
"ss1w10mj070l23","10.3.11.147","OK",""
"ss1w10mj070l2h","10.3.11.28","OK",""
"ss1w10mj070l2v","10.3.1.45","OK",""
"ss1w10mj070lef","10.3.10.50","OK",""
"ss1w10mj070lem","10.3.11.117","OK",""
"ss1w10mj070lhv","10.3.11.193","OK",""
"ss1w10mj070lr1","10.3.11.82","OK",""
"ss1w10mj073jxe","10.3.11.38","OK",""
"ss1w10mj073jxl","10.3.11.88","OK",""
"ss1w10mj073jy3","10.3.1.98","OK",""
"ss1w10mj073k01","10.3.11.175","OK",""
"ss1w10mj073k27","10.3.1.110","OK",""
"ss1w10mj07lpv","10.3.11.101","OK",""
"ss1w10mj70lqg","10.3.11.157","OK",""
"ss1w10pf18n4rb","10.15.31.189","OK",""
"ss2w10mj070l2f","10.3.11.4","OK",""
"ss2w10mj070lgg","10.3.11.112","OK",""
"ss2w10mj070lrc","10.3.11.217","OK",""
"ss3w10mj070lhb","","NOT_OK","ss3w10mj070lhb : El nombre DNS no existe"
"ss3w10mj073k1g","10.3.11.224","OK",""
"stfp4mj002f14","10.3.4.14","OK",""
"stfp6mj002wsw","10.3.6.128","OK",""
"stfpbw11pf2sqe1","10.3.11.52,10.4.34.216","OK",""
"swin10mj070l04","10.15.23.11","OK",""
"swin10pf18qfza","10.15.23.13","OK",""
"syslog-srv1","","NOT_OK","syslog-srv1 : El nombre DNS no existe"
"tabasco","","NOT_OK","tabasco : El nombre DNS no existe"
"tablpf18haml","10.15.26.11","OK",""
"tabsp1w10mj070l","","NOT_OK","tabsp1w10mj070l : El nombre DNS no existe"
"tabw10mj070l0f","10.15.26.12","OK",""
"tamaulipas","","NOT_OK","tamaulipas : El nombre DNS no existe"
"tammj070kxs","10.15.27.11","OK",""
"tampf18nbad","10.15.27.13","OK",""
"tamw10mj070kyl","10.15.27.15","OK",""
"veracruz","","NOT_OK","veracruz : El nombre DNS no existe"
"verw10mj070kyw","10.15.28.18","OK",""
"verw10mj070kyz","10.15.28.20","OK",""
"verw10mj070kzf","","NOT_OK","verw10mj070kzf : El nombre DNS no existe"
"verw10mj070l0g","","NOT_OK","verw10mj070l0g : El nombre DNS no existe"
"verw10mj070l2z","10.15.28.13","OK",""
"verw10mj070lf9","10.15.28.19","OK",""
"verw10mj070lhx","","NOT_OK","verw10mj070lhx : El nombre DNS no existe"
"verw10mj073k1d","10.15.28.10","OK",""
"verw10pf18h7n3","10.15.28.17","OK",""
"verw10pf18mmrs","10.15.28.21","OK",""
"wall3.banobras.gob.mx","","NOT_OK","wall3.banobras.gob.mx : El nombre DNS no existe"
"wlc-5508-1","","NOT_OK","wlc-5508-1 : El nombre DNS no existe"
"wlc-5508-2","","NOT_OK","wlc-5508-2 : El nombre DNS no existe"
"yppw10mj070lqh","10.15.29.29","OK",""
"yucat??n","","NOT_OK","yucat??n : El nombre DNS no existe"
"yucw10mj070ky5","10.15.29.15","OK",""
"yucw10pf18nz9g","10.15.29.18","OK",""
"zacatecas","","NOT_OK","zacatecas : El nombre DNS no existe"
"zacw10mj070kza","10.15.30.12","OK",""
"zacw10mj070lhs","","NOT_OK","zacw10mj070lhs : El nombre DNS no existe"
"zacw10pf18p2nq","10.15.30.14","OK",""
"zacw10pf18phzp","10.15.30.15","OK",""
"200-77-239-203.kionetworks.com","","NOT_OK","200-77-239-203.kionetworks.com : El nombre DNS no existe"
"200-77-239-213.kionetworks.com","","NOT_OK","200-77-239-213.kionetworks.com : El nombre DNS no existe"
"200-77-239-219.kionetworks.com","","NOT_OK","200-77-239-219.kionetworks.com : El nombre DNS no existe"
"200-77-239-251.kionetworks.com.","","NOT_OK","200-77-239-251.kionetworks.com. : El nombre DNS no existe"
"234.189-204-157.bestelclientes.com.mx","189.204.157.234","OK",""
"237.189-204-153.bestelclientes.com.mx","189.204.153.237","OK",""
"237.189-204-157.bestelclientes.com.mx","189.204.157.237","OK",""
"241.189-204-153.bestelclientes.com.mx","189.204.153.241","OK",""
"249.189-204-154.bestelclientes.com.mx","189.204.154.249","OK",""
"253.189-204-154.bestelclientes.com.mx","189.204.154.253","OK",""
"74.189-204-153.bestelclientes.com.mx","189.204.153.74","OK",""
"77.189-204-153.bestelclientes.com.mx","189.204.153.77","OK",""
"aeslync","10.3.96.15","OK",""
"bancfs01","172.17.206.19","OK",""
"bancfs02","172.17.206.14","OK",""
"banscfs01","172.17.206.20","OK",""
"banscfs02","172.17.206.15","OK",""
"banspdelegacion","172.17.206.39","OK",""
"banspnaciseb01","10.4.40.6","OK",""
"banspnaciseb02","10.4.40.7","OK",""
"banspnaciseb03","10.4.40.8","OK",""
"banspnaciseb04","10.4.40.9","OK",""
"banspnaciseb06","10.4.40.11","OK",""
"BANW10MJ070L2W","10.15.98.62","OK",""
"BATW10MJ070LJF, bnopspei01-a_coas","","NOT_OK","BATW10MJ070LJF, bnopspei01-a_coas : El nombre DNS contiene un car?cter no v?lido"
"bnodonbase-b","","NOT_OK","bnodonbase-b : El nombre DNS no existe"
"bnodora22-b","172.27.208.30","OK",""
"bnodora23-b","172.27.208.36","OK",""
"bnodosb2-b","172.27.207.112","OK",""
"bnodosb-b","","NOT_OK","bnodosb-b : El nombre DNS no existe"
"bnodptmpib-b","","NOT_OK","bnodptmpib-b : El nombre DNS no existe"
"bnodsppdtic-b","","NOT_OK","bnodsppdtic-b : El nombre DNS no existe"
"bnopatcambio-a","172.17.201.66","OK",""
"bnopcaapmmom","","NOT_OK","bnopcaapmmom : El nombre DNS no existe"
"bnopclodcrtl-a","172.17.206.92","OK",""
"bnopisebestel01","10.250.137.17","OK",""
"bnoplec-b","","NOT_OK","bnoplec-b : El nombre DNS no existe"
"bnoponbaseapp-a","","NOT_OK","bnoponbaseapp-a : El nombre DNS no existe"
"bnoponbasefs-a","","NOT_OK","bnoponbasefs-a : El nombre DNS no existe"
"bnoponbasepro-a","","NOT_OK","bnoponbasepro-a : El nombre DNS no existe"
"bnopsalander-b","","NOT_OK","bnopsalander-b : El nombre DNS no existe"
"bnoptrex-a","172.17.211.14","OK",""
"bnoqasicovi-b","172.27.201.120","OK",""
"bnoqbdosb-b","172.27.207.109","OK",""
"bnoqohsesb-b","172.27.207.91","OK",""
"bnoqosb1esb-b","172.27.207.92","OK",""
"bnoqsoftk02-b","172.27.203.17","OK",""
"bnoqsoftk03-b","172.27.203.18","OK",""
"bnoqsoftk06-b","172.27.207.105","OK",""
"bnoqsoftk07-b","172.27.207.106","OK",""
"bodevcrd-new","","NOT_OK","bodevcrd-new : El nombre DNS no existe"
"bodevecd-new","","NOT_OK","bodevecd-new : El nombre DNS no existe"
"bodevepd-new","","NOT_OK","bodevepd-new : El nombre DNS no existe"
"boprdtrp-new","","NOT_OK","boprdtrp-new : El nombre DNS no existe"
"correo","172.17.206.200","OK",""
"dpbw10mj070lh0","","NOT_OK","dpbw10mj070lh0 : El nombre DNS no existe"
"edme2w10pf19js3","","NOT_OK","edme2w10pf19js3 : El nombre DNS no existe"
"edmmj070l26","","NOT_OK","edmmj070l26 : El nombre DNS no existe"
"edmmj070lq0","","NOT_OK","edmmj070lq0 : El nombre DNS no existe"
"expedienteslitigiosos","","OK",""
"macbook pro de soporte","","NOT_OK","macbook pro de soporte : El nombre DNS contiene un car?cter no v?lido"
"oaxw10ph18h12b","","NOT_OK","oaxw10ph18h12b : El nombre DNS no existe"
"p3w10mj06hdxd","","NOT_OK","p3w10mj06hdxd : El nombre DNS no existe"
"p8w10pf18qg0r","","NOT_OK","p8w10pf18qg0r : El nombre DNS no existe"
"pp2w10mj070kyd","","NOT_OK","pp2w10mj070kyd : El nombre DNS no existe"
"pp2w10mj070lhy","","NOT_OK","pp2w10mj070lhy : El nombre DNS no existe"
"pp2w10mj070lp2","","NOT_OK","pp2w10mj070lp2 : El nombre DNS no existe"
"pp2w10pf18pe0l","","NOT_OK","pp2w10pf18pe0l : El nombre DNS no existe"
"pp2w10pf18pkg3","","NOT_OK","pp2w10pf18pkg3 : El nombre DNS no existe"
"pp3w10mj070ky6","","NOT_OK","pp3w10mj070ky6 : El nombre DNS no existe"
"pp3w10mj070l0c","","NOT_OK","pp3w10mj070l0c : El nombre DNS no existe"
"pp3w10mj070lfa","","NOT_OK","pp3w10mj070lfa : El nombre DNS no existe"
"smtpin","","NOT_OK","smtpin : El nombre DNS no existe"
"smtpin2","","NOT_OK","smtpin2 : El nombre DNS no existe"
"smtpin3","","NOT_OK","smtpin3 : El nombre DNS no existe"
"soaw10mj070lrc","","NOT_OK","soaw10mj070lrc : El nombre DNS no existe"
"soaw8mj070lhl","","NOT_OK","soaw8mj070lhl : El nombre DNS no existe"
"soaw8mj070lma","","NOT_OK","soaw8mj070lma : El nombre DNS no existe"
"sp1w10mj070lfc","","NOT_OK","sp1w10mj070lfc : El nombre DNS no existe"
"sp1w10mj070lk0","","NOT_OK","sp1w10mj070lk0 : El nombre DNS no existe"
"sp1w10mj070lnr","","NOT_OK","sp1w10mj070lnr : El nombre DNS no existe"
"sp1w10mj070lqn","","NOT_OK","sp1w10mj070lqn : El nombre DNS no existe"
"sp1w7mj070lp9","","NOT_OK","sp1w7mj070lp9 : El nombre DNS no existe"
"sp2w10pf1856wv","","NOT_OK","sp2w10pf1856wv : El nombre DNS no existe"
"sp2w10pf18mpsx","","NOT_OK","sp2w10pf18mpsx : El nombre DNS no existe"
"sp2w10pf2sqdyq","","NOT_OK","sp2w10pf2sqdyq : El nombre DNS no existe"
"sp3w10mj070lef","","NOT_OK","sp3w10mj070lef : El nombre DNS no existe"
"sp3w10mj070lf6","","NOT_OK","sp3w10mj070lf6 : El nombre DNS no existe"
"sp3w10mj070lfv1","","NOT_OK","sp3w10mj070lfv1 : El nombre DNS no existe"
"sp3w10mj070lly","","NOT_OK","sp3w10mj070lly : El nombre DNS no existe"
"sp3w8mj073jz2","10.3.51.37","OK",""
"sp4w10mj070lqb","","NOT_OK","sp4w10mj070lqb : El nombre DNS no existe"
"sp4w10pf17ejsu","","NOT_OK","sp4w10pf17ejsu : El nombre DNS no existe"
"sp4w10pf18q4aj","","NOT_OK","sp4w10pf18q4aj : El nombre DNS no existe"
"SP4W10PF2SQJ3Z","10.250.252.134","OK",""
"sp5w10mj073k0y","","NOT_OK","sp5w10mj073k0y : El nombre DNS no existe"
"sp6w10mj06hd36","","NOT_OK","sp6w10mj06hd36 : El nombre DNS no existe"
"sp6w10mj070lrg","","NOT_OK","sp6w10mj070lrg : El nombre DNS no existe"
"sp6w10mj073jxn","","NOT_OK","sp6w10mj073jxn : El nombre DNS no existe"
"sp6w10mj073kk2e","","NOT_OK","sp6w10mj073kk2e : El nombre DNS no existe"
"sp6w10pf18pp2","","NOT_OK","sp6w10pf18pp2 : El nombre DNS no existe"
"sp8w10mj070lf7","","NOT_OK","sp8w10mj070lf7 : El nombre DNS no existe"
"sp8w10mj070lj0","","NOT_OK","sp8w10mj070lj0 : El nombre DNS no existe"
"sp8w10pf15xl85","","NOT_OK","sp8w10pf15xl85 : El nombre DNS no existe"
"sp8w10pf17ejup","","NOT_OK","sp8w10pf17ejup : El nombre DNS no existe"
"sp9w10mj070lq4","","NOT_OK","sp9w10mj070lq4 : El nombre DNS no existe"
"sp9w10pf18mrzj","","NOT_OK","sp9w10pf18mrzj : El nombre DNS no existe"
"sp9w10pf18nq0j","","NOT_OK","sp9w10pf18nq0j : El nombre DNS no existe"
"sp9w10pf18pujg","","NOT_OK","sp9w10pf18pujg : El nombre DNS no existe"
"spbos11t0t3hv2r","","NOT_OK","spbos11t0t3hv2r : El nombre DNS no existe"
"spbw105cd1391kv","","NOT_OK","spbw105cd1391kv : El nombre DNS no existe"
"spbw10cd1391knc","","NOT_OK","spbw10cd1391knc : El nombre DNS no existe"
"spbw10mj070l06","","NOT_OK","spbw10mj070l06 : El nombre DNS no existe"
"spbw10mj070lrv","","NOT_OK","spbw10mj070lrv : El nombre DNS no existe"
"spbw10pf2hpj8","","NOT_OK","spbw10pf2hpj8 : El nombre DNS no existe"
"spbw10pf2srazd","","NOT_OK","spbw10pf2srazd : El nombre DNS no existe"
"srvvulmanban","172.28.30.5","OK",""
"unops","172.17.201.83","OK",""
"vconfah","172.16.5.62","OK",""
"vconfds","172.16.5.61","OK",""
"vconferencia","172.16.5.60","OK",""
"vconfsr","172.16.5.63","OK",""
"wall3","","NOT_OK","wall3 : El nombre DNS no existe"
